step,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_min,action_max,action_mean,action_std
165,-0.6007326,-0.2066578,1.4092367,-0.6842117,-2.0158563,0.33388534,0.34631562,-2.0158562660217285,1.4092366695404053,-0.20257440209388733,0.9903474450111389
166,-0.015225247,0.16943595,0.50200975,0.17395374,0.019462321,-1.0118014,1.5709463,-1.0118013620376587,1.5709463357925415,0.20125450193881989,0.7090923190116882
167,0.36606467,-0.7668384,0.5063384,0.70671743,-0.71273035,1.2171801,-0.9810587,-0.9810587167739868,1.2171801328659058,0.04795331507921219,0.7940640449523926
168,0.9391237,0.11178683,0.86673915,0.062242888,0.4128829,-0.97995347,0.2594694,-0.9799534678459167,0.9391236901283264,0.23889873921871185,0.5913854837417603
169,0.54740095,0.6578092,-0.22025636,-0.8238705,0.0927075,0.6855484,-0.8208237,-0.8238704800605774,0.6855484247207642,0.016930801793932915,0.6106147170066833
170,1.8672682,-1.0444348,0.37162074,0.44793716,0.77014285,-0.32598582,-1.3232915,-1.323291540145874,1.8672682046890259,0.10903668403625488,1.020052433013916
171,-1.7715573,0.79570216,-0.9858126,-0.9757813,-1.5613661,0.20327821,-0.14828229,-1.771557331085205,0.7957021594047546,-0.6348313093185425,0.8763260245323181
172,0.75785947,0.21871106,-0.5893746,-0.6176144,-0.49035135,0.18804306,-0.15904927,-0.6176143884658813,0.757859468460083,-0.09882514178752899,0.4756547212600708
173,0.88923633,-0.25453928,-1.2988532,0.015138102,0.6711215,0.4423581,1.426493,-1.2988531589508057,1.4264930486679077,0.27013638615608215,0.8205339312553406
174,-0.10245868,-0.27549326,-0.33066982,0.15523152,0.42791903,-0.8485634,-1.4138298,-1.4138298034667969,0.42791903018951416,-0.34112349152565,0.5741286873817444
175,-1.7489003,-0.8926093,-1.7152609,-0.08549988,-0.32993078,-1.3799857,0.9528369,-1.748900294303894,0.9528368711471558,-0.7427642941474915,0.9152716994285583
176,1.278181,-0.6570413,0.47706977,-0.17901924,0.80746824,-0.18130381,1.0902116,-0.6570413112640381,1.2781809568405151,0.3765094578266144,0.6767796874046326
177,0.9177704,-0.5639359,-1.7255449,0.3448716,-0.29327795,-0.21817307,-0.5078887,-1.7255449295043945,0.9177703857421875,-0.2923111915588379,0.7606584429740906
178,0.29326385,0.009567569,0.66595733,-0.56495035,-0.2165799,-0.10010748,0.26033038,-0.5649503469467163,0.6659573316574097,0.04964020103216171,0.3695971667766571
179,0.83731467,0.29334933,-1.4942633,1.7342386,-0.6145995,-0.24489114,0.18514617,-1.4942632913589478,1.734238624572754,0.09947068989276886,0.9584420323371887
180,-1.6223191,-0.8582845,-0.02735373,0.6741793,-1.7127217,0.5724748,0.2477168,-1.7127217054367065,0.6741793155670166,-0.3894725739955902,0.9323182702064514
181,0.74833375,0.6010604,-0.47653276,-1.0016787,-0.59040403,0.41721523,1.1653001,-1.001678705215454,1.1653001308441162,0.12332770973443985,0.7488870620727539
182,0.47592008,-0.38740802,-0.5697508,0.34541646,-0.25073868,0.7050348,-0.08087893,-0.5697507858276367,0.7050347924232483,0.03394212946295738,0.4438362419605255
183,0.3492117,0.5015377,-1.1689996,-0.37128088,-0.88243353,1.6474892,0.22410513,-1.1689995527267456,1.6474891901016235,0.04280424118041992,0.8789771199226379
184,0.019344484,-0.21239461,-0.15362768,-1.7315041,-0.8511773,1.2360468,0.8010471,-1.7315040826797485,1.2360467910766602,-0.12746647000312805,0.9139748811721802
185,-0.25392607,0.2901857,-0.29653025,0.045553237,0.35863316,1.0504624,2.088626,-0.29653024673461914,2.088625907897949,0.46900057792663574,0.7831627726554871
186,0.31851497,-1.3973988,-1.7760442,0.9366221,0.26052138,-0.45427373,0.07586498,-1.776044249534607,0.9366220831871033,-0.29088473320007324,0.9081742167472839
187,0.38302264,0.5006327,-1.1882511,-0.03242155,1.5449365,0.9487082,-0.64817035,-1.1882511377334595,1.5449365377426147,0.2154938280582428,0.8612506985664368
188,0.8955526,-0.0683193,0.54320425,-0.29939485,0.41874,0.2534059,0.25537106,-0.2993948459625244,0.8955525755882263,0.28550854325294495,0.36362388730049133
189,-0.2994198,-0.03918481,-1.0976797,-0.13336194,-0.7026984,-0.32233566,0.8466975,-1.0976797342300415,0.8466975092887878,-0.24971182644367218,0.5595870614051819
190,-0.34648025,1.0566173,0.4936025,0.4544243,-0.56106967,-0.061323002,0.6574909,-0.561069667339325,1.056617259979248,0.24189455807209015,0.538237452507019
191,-0.061701603,-1.0767738,-0.4141153,0.025838219,-2.575801,1.5876771,-0.22995776,-2.575800895690918,1.5876771211624146,-0.3921191692352295,1.162967562675476
192,-0.09970259,0.95138973,0.49033466,0.14596531,0.6329604,-1.6207445,-0.22264832,-1.6207444667816162,0.951389729976654,0.03965068608522415,0.7785366773605347
193,1.1138544,-0.6640506,0.9733211,0.7960697,0.46992704,0.74559885,-0.4558891,-0.6640505790710449,1.1138544082641602,0.425547331571579,0.6524312496185303
194,0.6428553,-0.25681326,1.0991899,-0.15616934,-0.02536676,-0.721843,0.4301622,-0.7218430042266846,1.0991898775100708,0.14457356929779053,0.5697434544563293
195,0.10336897,0.366187,-0.5035845,0.13064145,0.7809127,-0.4695037,1.4898963,-0.5035845041275024,1.489896297454834,0.2711311876773834,0.6492751240730286
196,1.2699679,0.98971355,-0.65511507,0.6079727,1.1840049,-0.77336085,0.7951112,-0.7733608484268188,1.2699679136276245,0.4883277714252472,0.788675844669342
197,1.0766543,-0.5695729,0.5133236,1.1290793,-0.06740054,-0.11503617,0.52398574,-0.569572925567627,1.1290793418884277,0.35586193203926086,0.5889206528663635
198,0.44350806,0.9636711,-1.2396901,0.25485906,-1.0287371,-0.12646551,0.87120014,-1.2396900653839111,0.963671088218689,0.019763674587011337,0.8069072365760803
199,-0.18008779,0.3730921,0.1318326,-0.64010215,-0.13046439,-0.53151846,-0.35937184,-0.6401021480560303,0.37309208512306213,-0.19094569981098175,0.33213573694229126
200,-1.1984864,1.0035216,-2.146482,0.8928407,0.4330843,1.9288497,0.28989732,-2.146481990814209,1.928849697113037,0.1718892902135849,1.289142370223999
201,1.001767,0.4282148,0.9066504,0.022389133,0.019538786,0.3160476,1.2763387,0.01953878626227379,1.2763386964797974,0.5672780871391296,0.46076005697250366
202,-0.28585568,0.37114966,0.11443627,0.93405896,0.60340774,-1.1132107,-1.6085829,-1.608582854270935,0.9340589642524719,-0.14065666496753693,0.8583551049232483
203,0.12512751,0.981684,-1.064985,1.2509255,1.6712185,-0.78510827,-1.4439679,-1.4439679384231567,1.6712185144424438,0.10498491674661636,1.1399012804031372
204,0.32572687,0.38933864,0.08207339,1.074134,-0.07020886,-0.027434235,0.018101199,-0.07020886242389679,1.0741339921951294,0.2559615671634674,0.3714023232460022
205,0.4468692,-0.666978,-0.9227669,-0.290609,0.02602435,0.9354848,1.137833,-0.922766923904419,1.1378329992294312,0.09512250125408173,0.7258137464523315
206,0.057531,0.4883146,0.58805424,0.80705625,-0.84932995,0.81669366,-1.9177407,-1.9177407026290894,0.8166936635971069,-0.001345838769339025,0.9490577578544617
207,-0.8795953,-0.3068767,-0.8025424,1.7160898,0.5548505,0.22448291,0.022645209,-0.8795952796936035,1.7160898447036743,0.07557915896177292,0.82597815990448
208,-0.9428346,-0.98424673,1.1422622,-1.1024476,0.48618382,-0.9919231,0.25459698,-1.1024476289749146,1.1422622203826904,-0.3054870069026947,0.8459721207618713
209,-1.5350002,1.0529504,0.05214928,0.6358786,1.2413276,1.1130573,-1.4026299,-1.535000205039978,1.2413276433944702,0.16539041697978973,1.0972481966018677
210,-0.75689745,0.32606602,-0.009459574,1.9160315,0.034411542,-0.55338335,0.7056444,-0.7568974494934082,1.9160314798355103,0.2374875843524933,0.8247101306915283
211,-0.26533318,-0.7252964,-2.261282,-1.0577055,0.016467845,0.933473,-1.547541,-2.261281967163086,0.9334729909896851,-0.7010310292243958,0.9750464558601379
212,1.9207678,-1.5737587,-1.06725,-0.55453354,0.38565308,0.9749201,-0.37021208,-1.5737587213516235,1.9207677841186523,-0.04063049331307411,1.1235971450805664
213,0.531969,1.1852571,-0.99032634,1.0138538,0.22565235,-0.10164537,0.106586166,-0.9903263449668884,1.185257077217102,0.28162094950675964,0.6775913238525391
214,0.017886724,-1.1115569,0.05155096,-0.033382963,0.15760995,0.99206465,0.14800064,-1.111556887626648,0.9920646548271179,0.0317390114068985,0.5686495304107666
215,0.41513878,0.29947725,-0.65286916,-1.0609124,-0.004432533,0.07947931,-0.4206353,-1.0609123706817627,0.41513878107070923,-0.19210770726203918,0.4983878433704376
216,0.65434945,-0.39352593,-2.0498118,0.33368328,-0.17126909,1.5528027,1.5837138,-2.049811840057373,1.5837137699127197,0.21570603549480438,1.166134238243103
217,-1.0309552,0.13908024,-0.38292593,1.4009317,-0.2730111,0.39984035,1.2640085,-1.030955195426941,1.400931715965271,0.21670980751514435,0.8189572095870972
218,0.23191927,-0.021348,-0.97142655,-0.86557627,0.22009277,-1.3498267,0.10625607,-1.349826693534851,0.2319192737340927,-0.378558486700058,0.6124600768089294
219,0.3326767,0.7489698,0.21632083,0.2870809,-0.11656055,-0.23480341,-0.83073866,-0.8307386636734009,0.7489697933197021,0.05756364390254021,0.4685068130493164
220,0.05472163,-0.002568118,-0.3387133,1.0798193,-0.33294347,0.19177487,-0.39094886,-0.3909488618373871,1.0798193216323853,0.03730601444840431,0.474261075258255
221,1.1235323,0.55139995,-0.43657604,0.06965611,0.2532656,1.0007113,-0.11538682,-0.4365760385990143,1.1235322952270508,0.3495146632194519,0.5325913429260254
222,-1.1012795,-0.05664224,0.34346378,-0.19386293,-0.13085307,-0.44345257,0.4156949,-1.1012794971466064,0.4156948924064636,-0.16670452058315277,0.47262445092201233
223,0.4122858,0.2101008,-0.51495326,-0.75493926,0.18328783,-0.5763913,-0.50155807,-0.7549392580986023,0.41228580474853516,-0.22030963003635406,0.4353749752044678
224,-0.2546213,-0.24006377,-0.10723074,-0.45165858,1.4713222,1.0012456,0.4519604,-0.45165857672691345,1.4713221788406372,0.26727911829948425,0.6771199107170105
225,-0.05206339,0.94478923,-0.2529219,-0.24872087,-0.8337548,0.77278215,1.0090238,-0.8337547779083252,1.0090237855911255,0.19130489230155945,0.6628352999687195
226,-0.6063506,0.67142045,0.3279056,0.5451488,0.25456142,-0.017199181,0.06107898,-0.6063506007194519,0.6714204549789429,0.1766522079706192,0.39161965250968933
227,0.08364768,1.4843012,-0.3246068,0.2595631,0.9919657,-0.57077354,-0.54259306,-0.5707735419273376,1.484301209449768,0.19735775887966156,0.7284449934959412
228,0.19384979,-0.65388745,-1.2471555,0.2603071,-1.4761137,1.0362592,0.85298985,-1.4761136770248413,1.0362591743469238,-0.1476786881685257,0.9193146824836731
229,0.35475183,0.38456616,1.1920425,-0.25487277,-0.18072678,0.21523291,-0.98526496,-0.9852649569511414,1.1920424699783325,0.10367554426193237,0.6249753832817078
230,-0.8412077,0.5325461,0.5021817,-0.24734958,-0.26288927,-0.18498701,0.3260204,-0.8412076830863953,0.5325461030006409,-0.025097902864217758,0.4644220769405365
231,-0.0183197,0.44718364,0.7441152,0.946864,1.2616346,0.6479249,-0.7015449,-0.7015448808670044,1.2616345882415771,0.47540828585624695,0.6061789393424988
232,0.6153871,1.6369879,-0.6203788,0.31938344,0.10962773,-0.72601336,0.8403522,-0.7260133624076843,1.6369879245758057,0.31076377630233765,0.7666805386543274
233,-0.17927723,1.2845937,-0.6611644,0.13970162,1.6499916,0.105402425,0.26911166,-0.661164402961731,1.6499916315078735,0.3726227581501007,0.7533776760101318
234,-0.79332536,0.023248326,0.6595639,0.7647255,0.72739685,-0.38505077,-0.79962313,-0.7996231317520142,0.7647255063056946,0.028133613988757133,0.6503803133964539
235,-0.36472562,0.2941639,-0.909477,-0.036074962,0.82720333,-0.12063505,0.33756086,-0.9094769954681396,0.8272033333778381,0.004002217669039965,0.515566349029541
236,0.78220874,1.2231276,0.5131285,0.5878145,0.85054225,-0.54571944,0.3482145,-0.5457194447517395,1.2231276035308838,0.5370453000068665,0.5127350091934204
237,0.73121685,0.26829803,0.34982377,0.06541047,1.6189246,-0.5823487,-1.2655406,-1.265540599822998,1.618924617767334,0.1693977564573288,0.8530690670013428
238,-0.025285054,-0.26944512,-0.20595022,0.7714049,0.41148502,-0.7546563,-0.5322563,-0.7546563148498535,0.7714049220085144,-0.08638615161180496,0.48998627066612244
239,-1.2577467,-0.1356383,0.324391,0.1013165,-0.6459904,1.063358,0.18659993,-1.257746696472168,1.063357949256897,-0.05195855349302292,0.6844992637634277
240,1.1364119,0.33241448,-2.7099347,-0.42810428,0.3824419,0.07670289,2.0785513,-2.709934711456299,2.0785512924194336,0.12406907975673676,1.3780794143676758
241,1.2918605,0.7205093,0.42800173,-0.053135604,1.1019318,0.29747367,-0.45718035,-0.45718035101890564,1.2918604612350464,0.4756372570991516,0.5734841227531433
242,-0.15043215,-0.78066736,0.5408185,0.69877136,0.15032738,-1.367263,0.68759537,-1.3672629594802856,0.6987713575363159,-0.031549982726573944,0.7339388132095337
243,0.25618717,0.19963694,-0.48686236,2.1694543,0.8207713,0.8828684,0.1311999,-0.4868623614311218,2.169454336166382,0.5676079392433167,0.7804887294769287
244,0.5678851,-1.0481913,-0.25257358,-0.46530545,-0.33818668,0.2751457,0.7876149,-1.0481913089752197,0.7876148819923401,-0.06765875965356827,0.5952033996582031
245,0.5411523,1.1622134,0.13209096,-0.9064358,0.056651745,-0.07806036,0.8319653,-0.9064357876777649,1.1622134447097778,0.24851109087467194,0.6269910931587219
246,0.33837017,0.85627496,0.8678309,-0.7090442,-0.24659885,1.0306939,-0.32132745,-0.7090442180633545,1.0306938886642456,0.2594570815563202,0.6390553116798401
247,-1.2671505,0.33445922,0.32181817,-1.182375,1.5795997,-0.5939876,0.015056507,-1.2671505212783813,1.5795997381210327,-0.11322564631700516,0.9240866899490356
248,-2.8455818,0.125076,-0.45794964,0.18416569,-0.0951504,0.1898318,0.684515,-2.8455817699432373,0.6845149993896484,-0.31644192337989807,1.080298662185669
249,0.68618464,0.9472416,0.5649845,-0.16403048,-0.6978357,-0.24235192,0.47846332,-0.6978356838226318,0.9472416043281555,0.22466513514518738,0.5523384809494019
250,-0.009766214,0.030649463,-0.64557785,0.7225394,-0.4324194,-0.31035712,-1.6703527,-1.6703526973724365,0.7225394248962402,-0.3307549059391022,0.6811191439628601
251,-0.6246556,-1.1042733,-1.0621641,0.67008907,0.91213274,-0.83802986,1.1441529,-1.1042733192443848,1.1441528797149658,-0.12896402180194855,0.9191432595252991
252,1.0870637,0.13919058,-0.47633252,0.4140205,-1.6209185,1.3051383,0.4409153,-1.6209185123443604,1.305138349533081,0.18415389955043793,0.9170736074447632
253,0.6466096,-0.47929677,-0.20379081,0.4193464,-1.4580781,-0.40158165,1.2625701,-1.458078145980835,1.2625701427459717,-0.030603034421801567,0.8228868246078491
254,-0.75703084,-0.32569125,0.47490525,-0.4961739,-0.79492104,-0.0032397732,-1.6494213,-1.6494213342666626,0.47490525245666504,-0.5073675513267517,0.6212248206138611
255,-1.4109329,0.24076615,-1.0065076,0.83843243,-0.56538546,0.2122753,1.2399518,-1.4109328985214233,1.2399518489837646,-0.06448575109243393,0.8974424004554749
256,-1.4330103,0.83234113,-0.4222463,0.6862695,-1.2449546,-0.3120197,-0.4936164,-1.4330103397369385,0.8323411345481873,-0.34103378653526306,0.7993180155754089
257,0.2575694,0.0747623,-0.85547686,-0.22812912,1.3169991,-1.3214673,0.2443564,-1.3214672803878784,1.316999077796936,-0.07305514812469482,0.7891159653663635
258,0.9209775,0.5637867,-1.1381228,-0.101508304,-1.0891634,0.097206466,1.1863333,-1.138122797012329,1.1863332986831665,0.06278704851865768,0.8491339683532715
259,1.0533832,-0.32438025,-0.28225592,-0.1967081,-0.43635654,0.25902078,0.0850497,-0.4363565444946289,1.053383231163025,0.022536123171448708,0.4772508144378662
260,-0.54381305,-0.2590955,-0.52812654,-0.13525772,-0.22002706,0.5387478,-0.36857212,-0.5438130497932434,0.5387477874755859,-0.21659204363822937,0.3393685519695282
261,-0.99068844,0.13223487,-0.33300507,0.07658766,0.009193011,-0.14349216,2.2736435,-0.9906884431838989,2.2736434936523438,0.1463533490896225,0.9377710819244385
262,0.4434057,-1.2462019,-1.2753187,-0.8688476,-0.0049758144,-0.14293756,-0.37739825,-1.2753187417984009,0.4434056878089905,-0.49603918194770813,0.6060956120491028
263,-0.5775157,0.81533897,-0.65602887,-0.4819703,0.4576557,0.91474706,-0.2581865,-0.6560288667678833,0.9147470593452454,0.030577192083001137,0.6287513375282288
264,-0.3681947,1.1002972,-0.218535,-0.5555196,-1.3575073,0.28945062,0.6645779,-1.357507348060608,1.100297212600708,-0.06363297253847122,0.7599350214004517
265,0.96980274,-0.973232,-0.9136649,-0.61339736,-0.27791226,2.5180125,0.28265485,-0.9732319712638855,2.518012523651123,0.1417519599199295,1.1622390747070312
266,-0.7123811,0.9934589,0.51778007,-1.2716527,-0.8836674,-1.0457947,-0.47517556,-1.2716526985168457,0.9934589266777039,-0.4110617935657501,0.7835075855255127
267,0.946291,-0.23117182,0.06016246,0.17901047,-0.82300854,0.54975533,1.0205278,-0.8230085372924805,1.0205278396606445,0.2430809736251831,0.6085115075111389
268,-1.7156497,1.7588642,-0.11349099,0.30471817,-0.5967639,-0.71472955,0.26408505,-1.7156497240066528,1.758864164352417,-0.11613811552524567,0.9989337921142578
269,0.36163154,-1.1579524,-0.117676176,-0.043956816,0.8655231,-0.67615104,-0.7429658,-1.1579524278640747,0.865523099899292,-0.2159353792667389,0.6457911133766174
270,-1.9036117,-0.2825417,0.45714098,-0.5149762,1.0725008,-0.483101,-0.6666963,-1.903611660003662,1.0725008249282837,-0.33161216974258423,0.8648788332939148
271,0.43317536,-1.2361276,-0.35316616,-0.29577938,-0.15092355,-0.11813672,-0.5694349,-1.2361276149749756,0.43317535519599915,-0.32719898223876953,0.4689562916755676
272,-2.629032,-0.4375236,0.012870524,0.45205066,-0.11030564,-0.093213536,-0.10553002,-2.6290318965911865,0.45205065608024597,-0.4158119261264801,0.9357538223266602
273,1.351942,-0.3637134,-0.33428255,-0.34485757,0.460867,0.56325537,-0.56433666,-0.5643366575241089,1.3519419431686401,0.10983916372060776,0.6496575474739075
274,-1.7008367,-0.2074115,1.0638686,-0.5265077,1.2451278,0.29368317,1.1749275,-1.7008366584777832,1.24512779712677,0.19183588027954102,1.0074247121810913
275,0.37409207,0.48938605,0.39057633,0.9102926,-0.8940962,-0.6303176,0.2406456,-0.8940961956977844,0.9102926254272461,0.12579700350761414,0.5981483459472656
276,0.053473666,-0.918605,-2.5274007,1.7177604,-0.32424194,0.6632226,0.37130383,-2.5274007320404053,1.717760443687439,-0.13778389990329742,1.2383815050125122
277,0.40508273,-1.1508151,-0.38091293,-0.8885027,0.3228327,0.54469395,0.003400918,-1.1508151292800903,0.5446939468383789,-0.16346009075641632,0.6137576103210449
278,1.0654104,-0.27272773,-1.2270257,-0.38819164,1.0757787,1.9145104,-0.48904312,-1.2270257472991943,1.9145103693008423,0.23981590569019318,1.0368218421936035
279,-0.6738219,-0.12503095,0.186652,-0.76507884,-1.5914254,0.2371396,-0.4218216,-1.5914254188537598,0.23713959753513336,-0.45048385858535767,0.5899282097816467
280,-0.093975045,0.44355687,-0.6582779,0.7527237,0.27972162,0.011796964,0.8898872,-0.6582779288291931,0.8898872137069702,0.23220477998256683,0.4925655722618103
281,0.597854,-0.94446564,0.22794047,0.95930415,-0.11727706,-0.1716558,-1.0984303,-1.0984302759170532,0.95930415391922,-0.07810430973768234,0.6998707056045532
282,0.36140555,1.7366635,0.62163174,-0.1757678,-1.0080454,0.31991276,0.10734116,-1.0080454349517822,1.7366634607315063,0.2804487645626068,0.7693592309951782
283,0.19453417,0.22373763,-0.34557796,0.015974011,-0.24969597,0.081248365,-0.25582677,-0.3455779552459717,0.22373762726783752,-0.04794379323720932,0.2157670110464096
284,0.44525352,-0.79572064,0.5260205,-1.0070922,-0.8159758,-0.31601974,0.3560308,-1.0070922374725342,0.5260205268859863,-0.22964335978031158,0.6147757768630981
285,0.2546654,-0.55901647,-0.8173693,-0.71831083,1.4272029,0.37773776,0.6722238,-0.817369282245636,1.4272029399871826,0.09101904928684235,0.7685704827308655
286,0.309971,1.3265747,0.56263417,-0.6581973,-0.94519496,-0.02167136,-0.23826729,-0.9451949596405029,1.326574683189392,0.04797842726111412,0.7111544013023376
287,0.15187049,-0.2859046,-1.8562368,-0.07741164,-0.9995545,-0.2174227,0.51844645,-1.8562368154525757,0.5184464454650879,-0.3951733112335205,0.734696090221405
288,0.122632235,-0.55216545,0.36269456,-1.6944084,-0.47849113,0.5310444,0.6295954,-1.6944084167480469,0.6295953989028931,-0.1541569083929062,0.7619050145149231
289,0.8682503,-0.8098597,0.14619774,0.39562675,-1.5420775,-1.3044262,-0.17058861,-1.5420775413513184,0.86825031042099,-0.345268189907074,0.8333911895751953
290,-1.9571879,-1.0572418,0.16421588,-0.7594131,-1.1944066,0.8438738,-0.50800204,-1.9571878910064697,0.8438737988471985,-0.6383088231086731,0.8532918691635132
291,-0.46391994,0.18865255,-0.19279055,0.65468943,-0.68314344,-0.08761984,0.35102332,-0.6831434369087219,0.6546894311904907,-0.033301208168268204,0.43200773000717163
292,0.23322245,0.60162854,-1.2566624,-0.019487904,-0.23748969,0.5587488,0.5643562,-1.256662368774414,0.6016285419464111,0.06347371637821198,0.6158416867256165
293,0.5737005,0.11468627,-0.6568139,-0.90993136,1.7353449,0.45521444,-1.2756069,-1.2756068706512451,1.7353448867797852,0.0052277022041380405,0.9597089290618896
294,1.0131489,-0.3523462,0.97377133,0.48287413,0.15092269,-0.6471725,-0.76252174,-0.7625217437744141,1.0131489038467407,0.12266809493303299,0.681357204914093
295,0.88630784,0.22512306,-1.5694369,-0.55761576,2.159767,0.4312022,-0.18775773,-1.5694369077682495,2.159766912460327,0.19822707772254944,1.0837113857269287
296,1.0243989,-0.1440481,1.0835426,0.35936213,-0.6951325,0.77564645,1.0751276,-0.6951324939727783,1.0835425853729248,0.4969852864742279,0.6419973373413086
297,-0.6211316,-0.16264333,-0.574956,-1.2092808,-0.015110922,-0.029516637,0.09867357,-1.2092808485031128,0.09867356717586517,-0.35913798213005066,0.43312278389930725
298,-0.2257552,0.66786265,-1.4569509,0.23567128,0.7270433,0.2559371,1.5495961,-1.4569509029388428,1.5495960712432861,0.2504863142967224,0.8644893169403076
299,1.7655716,0.86945766,0.14937393,-0.05902647,0.39082024,-0.1563111,-1.3144253,-1.3144253492355347,1.7655715942382812,0.23506581783294678,0.8796989917755127
